ommentmessage,1,1,1.0
whats yer plans for the suicide rate in Derry considering Hurts not gonna be there as much as they were no fault of there own,25,3,0.12
Any photographs of the whole bonfire before it was lit Would show if any flags or images were on it In that case it would be a hate crime not just an offence,33,0,0.0
The psni should be looking st this too right a hate crime not a good example,16,2,0.125
Maith thu,2,2,1.0
There was no urgency about this before the Executive collapsed The SDLP were in government in NI for many years and did nothing about an Irish Language Act,28,1,0.03571428571428571
T bu don SDLP as ucht na h a rinne siad ar son muinntear na h agus br seans a bheit agam p bheag a glachadh annsin,27,17,0.6296296296296297
I pray that this can be achieved All pulling from the same side Great article in todays Belfast Telegraph and I quote For Stormont to function it requires a sense that divisions over the past are a repeated dysfunction By Prof Peter Shirlow,43,3,0.06976744186046512
You must work with Sinn Fein to pull Alliance out of their shell and into a coalition Ireland needs its reunification yesterday and there is finally a chance for it,30,2,0.06666666666666667
Im a member of the UK Labour Party living in Northern Ireland I agree with your broad Brexit strategy supported my local SDLP candidate in a small way in recent campaigns but also disagree with some SDLP policy particularly on reproductive rights and also would like the Labour Party to stand candidates here in future I know technically I can be a member of both parties but are me and others in my position really welcome This is a genuine question btw rather than trolling exercise,86,5,0.05813953488372093
It really would help if there was a government in place to present a formal written and sovereign position as that of the SDLP and Northern Ireland Dublin 100 took and adopted as its own the SDLP lead in 1985 and it delivered peace in roughly the same timeframe as Brexit will take to complete Same PES jersey required to drive the Green view on the greatest challenge since,69,5,0.07246376811594203
The British government said Northern Ireland could return to the EU if the people voted for a United Ireland Only problem is it wouldnt be called Northern Ireland any more so in actual fact Northern Ireland doesnt have a direct path back to the EU Confused I am,48,2,0.041666666666666664
Im not confused as I never recognised the term Northern Ireland in the first place My mother was ten when the border appeared Her advice was to ignore it that it wouldnt be there for long,36,2,0.05555555555555555
If Scotland apply to join the Irish Republic they can have a direct route back to the EU as well ,20,0,0.0
Scotland is a country in its own right,8,0,0.0
What do you think Scot means,6,0,0.0
As it stands the people of the north of our country have the right to Irish citizenship British citizenship or both How would it work if the North were to become part of a federal Irish statea united Ireland with a degree of autonomy for the Northwithin the EU and those citizens who consider themselves to be British had rights to hold a British Passport and other particularly British Benefits ,70,2,0.02857142857142857
Yeah Ireland clearly matters to Mrs Maybe,7,0,0.0
